% Model,COMSOL_Single_Pipe.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 15 2026, 13:46"
% Table,Table_c_Pipe_1 - c_Pipe_1
% Time (s),c_Pipe_1 (mol/m^3),c_Pipe_1_Biff (mol/m^3),c_Pipe_1_Biff_2 (mol/m^3)
4.43,1.0000104931393676,0.9999021361058195,0.9999093034564283
4.44,1.0000107348601857,0.9999030837253452,0.9999101382596552
4.45,1.0000109765810052,0.999904031344871,0.999910973062882
4.46,1.0000112183018246,0.9999049789643959,0.999911807866109
4.47,1.0000114600226437,0.9999059265839217,0.9999126426693367
4.48,1.0000117017434622,0.9999068742034475,0.999913477472564
4.49,1.0000119434642822,0.9999078218229729,0.9999143122757914
4.5,1.0000121851851012,0.9999087694424986,0.9999151470790175
4.51,1.0000124269059198,0.9999097170620247,0.9999159818822447
4.5200000000000005,1.0000126686267397,0.9999106646815502,0.9999168166854718
4.53,1.0000129103475583,0.9999116123010756,0.999917651488699
4.54,1.0000131520683777,0.9999125599206012,0.999918486291926
4.55,1.0000133937891966,0.9999135075401274,0.999919321095153
4.5600000000000005,1.000013635510016,0.9999144551596526,0.9999201558983802
4.57,1.0000138772308351,0.9999154027791783,0.9999209907016073
4.58,1.0000141189516545,0.9999163503987042,0.9999218255048339
4.59,1.0000143606724738,0.999917298018229,0.9999226603080613
4.6000000000000005,1.0000146023932932,0.9999182456377549,0.9999234951112885
4.61,1.0000148441141117,0.9999191932572806,0.9999243299145151
4.62,1.0000150858349313,0.999920140876806,0.9999251647177426
4.63,1.0000153275557504,0.9999210884963318,0.9999259995209694
4.64,1.000015569276569,0.9999220361158574,0.9999268343241966
4.65,1.0000158109973898,0.9999229837353836,0.9999276691274234
4.66,1.0000160527182085,0.9999239313549088,0.9999285039306508
4.67,1.0000162944390274,0.9999248789744345,0.9999293387338783
4.68,1.0000165361598468,0.9999258265939599,0.9999301735371047
4.69,1.0000167778806661,0.9999267742134859,0.9999310083403321
4.7,1.0000170196014846,0.9999277218330115,0.9999318431435587
4.71,1.0000172613223035,0.9999286694525371,0.999932677946786
4.72,1.000017503043123,0.9999296170720624,0.9999335127500134
4.73,1.0000177447639427,0.9999305646915885,0.99993434755324
4.74,1.0000179864847618,0.999931512311114,0.9999351823564672
4.75,1.0000182282055814,0.9999324599306396,0.9999360171596946
4.76,1.0000184699264003,0.9999334075501654,0.9999368519629217
4.7700000000000005,1.0000187116472192,0.999934355169691,0.9999376867661491
4.78,1.0000189533680384,0.9999353027892165,0.9999385215693757
4.79,1.0000191950888582,0.9999362504087423,0.9999393563726025
4.8,1.0000194368096773,0.9999371980282676,0.9999401911758297
4.8100000000000005,1.0000196785304964,0.999938145647793,0.9999410259790568
4.82,1.0000199202513154,0.999939093267319,0.9999418607822835
4.83,1.0000201619721345,0.9999400408868446,0.9999426955855107
4.84,1.000020403692954,0.9999409885063704,0.999943530388738
4.8500000000000005,1.000020645413773,0.9999419361258962,0.9999443651919651
4.86,1.0000208871345926,0.9999428837454216,0.999945199995192
4.87,1.0000211288554108,0.9999438313649474,0.999946034798419
4.88,1.0000213705762313,0.999944778984473,0.9999468696016465
4.89,1.0000216122970496,0.9999457266039985,0.9999477044048735
4.9,1.0000218540178694,0.9999466742235239,0.9999485392081003
4.91,1.0000220957386885,0.9999476218430496,0.9999493740113273
4.92,1.0000223374595083,0.9999485694625755,0.9999502088145543
4.93,1.0000225791803266,0.999949517082101,0.9999510436177818
4.94,1.0000228209011466,0.9999504647016262,0.9999518784210087
4.95,1.0000230626219655,0.9999514123211526,0.9999527132242354
4.96,1.0000233043427844,0.9999523599406782,0.9999535480274628
4.97,1.0000235460636042,0.9999533075602035,0.99995438283069
4.98,1.000023787784422,0.9999542551797289,0.999955217633917
4.99,1.0000240295052416,0.9999552027992549,0.999956052437144
5,1.0000242712260616,0.9999561504187809,0.9999568872403714
5.01,1.0000245129468808,0.9999570980383059,0.9999577220435981
5.0200000000000005,1.0000247546677001,0.9999580456578321,0.9999585568468253
5.03,1.0000249963885188,0.9999589932773575,0.9999593916500523
5.04,1.000025238109337,0.9999599408968837,0.9999602264532794
5.05,1.0000254798301569,0.9999608885164086,0.9999610612565069
5.0600000000000005,1.000025721550977,0.9999618361359339,0.9999618960597336
5.07,1.000025963271795,0.9999627837554602,0.9999627308629602
5.08,1.0000262049926145,0.9999637313749855,0.9999635656661874
5.09,1.0000261219013566,0.9999646789945118,0.9999644004694151
5.1000000000000005,1.0000259557809599,0.9999656266140364,0.9999652352726417
5.11,1.0000257896605642,0.9999665742335625,0.9999660700758685
5.12,1.0000256235401674,0.9999675218530885,0.9999669048790959
5.13,1.0000254574197713,0.9999684694726141,0.9999677396823229
5.14,1.000025291299374,0.9999694170921394,0.9999685744855504
5.15,1.0000251251789776,0.9999703647116648,0.999969409288777
5.16,1.0000249590585806,0.9999713123311907,0.9999702440920042
5.17,1.0000247929381834,0.9999722599507164,0.9999710788952312
5.18,1.0000246268177877,0.9999732075702423,0.9999719136984588
5.19,1.0000244606973905,0.9999741551897675,0.9999727485016857
5.2,1.0000242945769937,0.9999751028092937,0.9999735833049129
5.21,1.0000241284565974,0.9999760504288191,0.9999744181081395
5.22,1.0000239623362013,0.9999769980483445,0.9999752529113665
5.23,1.000023796215805,0.9999779456678705,0.9999760877145939
5.24,1.000023630095408,0.999978644197317,0.9999767171170469
5.25,1.0000234639750116,0.9999789234937798,0.9999770008181361
5.26,1.0000232978546142,0.9999792027902417,0.9999772845192259
5.2700000000000005,1.0000231317342185,0.9999794820867033,0.9999775682203162
5.28,1.0000229656138209,0.9999797613831654,0.9999778519214055
5.29,1.0000227994934245,0.9999800406796273,0.9999781356224953
5.3,1.0000226333730287,0.9999803199760896,0.9999784193235859
5.3100000000000005,1.0000224672526314,0.999980599272551,0.9999787030246746
5.32,1.000022301132235,0.9999808785690139,0.9999789867257646
5.33,1.0000221350118383,0.9999811578654764,0.999979270426855
5.34,1.0000219688914425,0.9999814371619378,0.999979554127944
5.3500000000000005,1.0000218027710448,0.9999817164584002,0.9999798378290337
5.36,1.0000216366506491,0.9999819957548622,0.999980121530124
5.37,1.0000214705302524,0.9999822750513243,0.999980405231214
5.38,1.0000213044098556,0.9999825543477858,0.9999806889323035
5.39,1.0000211382894586,0.9999828336442483,0.9999809726333928
5.4,1.0000209721690625,0.9999831129407108,0.999981256334483
5.41,1.0000208060486648,0.9999833922371724,0.9999815400355726
5.42,1.0000206399282687,0.9999836715336344,0.9999818237366626
5.43,1.0000204738078722,0.9999839508300965,0.9999821074377527
5.44,1.0000203076874763,0.9999842301265593,0.9999823911388422
5.45,1.0000201415670795,0.999984509423021,0.9999826748399324
5.46,1.0000199754466825,0.999984788719483,0.9999829585410209
5.47,1.0000198093262853,0.9999850680159449,0.9999832422421118
5.48,1.0000196432058888,0.9999853473124071,0.9999835259432013
5.49,1.0000194770854924,0.9999856266088689,0.9999838096442906
5.5,1.000019310965096,0.9999859059053312,0.9999840933453805
5.51,1.0000191448447,0.9999861852017932,0.9999843770464707
5.5200000000000005,1.0000189787243026,0.9999864644982555,0.9999846607475599
5.53,1.000018812603906,0.9999867437947173,0.99998494444865
5.54,1.0000186464835095,0.9999870230911793,0.9999852281497396
5.55,1.0000184803631131,0.9999873023876416,0.99998551185083
5.5600000000000005,1.0000183142427157,0.9999875816841034,0.9999857955519186
5.57,1.0000181481223198,0.999987860980566,0.9999860792530092
5.58,1.0000179820019228,0.9999881402770279,0.999986362954099
5.59,1.0000178158815272,0.9999884195734905,0.9999866466551885
5.6000000000000005,1.0000176497611304,0.9999886988699521,0.9999869303562787
5.61,1.000017483640733,0.999988978166414,0.9999872140573687
5.62,1.0000173175203368,0.999989257462876,0.9999874977584584
5.63,1.0000171513999407,0.9999895367593384,0.9999877814595481
5.64,1.0000169852795424,0.9999898160558003,0.999988065160638
5.65,1.0000168191591476,0.9999900953522626,0.9999883488617279
5.66,1.00001665303875,0.9999903746487245,0.9999886325628174
5.67,1.0000164869183545,0.9999906539451866,0.9999889162639067
5.68,1.0000163207979564,0.9999909332416487,0.9999891999649967
5.69,1.0000161546775597,0.9999912125381111,0.9999894836660863
5.7,1.0000159885571642,0.9999914918345729,0.9999897673671767
5.71,1.0000158224367672,0.999991771131035,0.9999900510682667
5.72,1.0000156563163707,0.9999920504274967,0.999990334769356
5.73,1.0000154901959744,0.9999923297239592,0.9999906184704459
5.74,1.0000153240755771,0.9999926090204209,0.9999909021715354
5.75,1.000015157955181,0.9999928883168835,0.9999911858726253
5.76,1.0000149918347843,0.9999931676133449,0.999991469573715
5.7700000000000005,1.0000148257143882,0.9999934469098074,0.9999917532748047
5.78,1.0000146595939914,0.9999937262062693,0.9999920369758951
5.79,1.0000144934735946,0.9999940055027319,0.9999923206769844
5.8,1.000014327353198,0.9999942847991935,0.9999926043780744
5.8100000000000005,1.0000141612328013,0.9999945640956556,0.9999928880791642
5.82,1.000013995112405,0.9999948433921175,0.9999931717802537
5.83,1.0000138289920082,0.9999951226885796,0.9999934554813434
5.84,1.0000136628716114,0.9999954019850419,0.9999937391824338
5.8500000000000005,1.000013496751215,0.9999956812815036,0.9999940228835229
5.86,1.0000133306308177,0.9999959605779661,0.9999943065846132
5.87,1.000013164510421,0.9999962398744278,0.9999945902857025
5.88,1.0000129983900246,0.9999965191708902,0.9999948739867924
5.89,1.000012832269629,0.9999967984673522,0.9999951576878826
5.9,1.000012666149231,0.9999970777638145,0.9999954413889726
5.91,1.0000125000288351,0.9999973570602763,0.9999957250900617
5.92,1.000012333908438,0.9999976363567386,0.999996008791151
5.93,1.0000121677880422,0.9999979156532008,0.9999962924922419
5.94,1.000012001667645,0.9999981949496628,0.9999965761933309
5.95,1.000011835547249,0.9999984742461249,0.9999968598944207
5.96,1.0000116694268524,0.9999987535425869,0.9999971435955106
5.97,1.0000115033064554,0.9999990328390491,0.9999974272966005
5.98,1.0000113371860582,0.999999312135511,0.99999771099769
5.99,1.0000111710656627,0.9999995914319728,0.9999979946987801
6,1.0000110049452657,0.9999998707284357,0.9999982783998699
6.01,1.00001083882487,1.0000001500248974,0.9999985621009596
6.0200000000000005,1.0000106727044733,1.0000004293213596,0.9999988458020493
6.03,1.0000105065840756,1.000000708617821,0.9999991295031392
6.04,1.0000103404636786,1.0000009879142837,0.9999994132042285
6.05,1.0000101743432825,1.0000012672107454,0.9999996969053189
6.0600000000000005,1.0000100082228862,1.0000015465072072,0.9999999806064082
6.07,1.00000984210249,1.0000018258036694,1.0000002643074977
6.08,1.0000096759820916,1.0000021051001315,1.0000005480085878
6.09,1.0000096052447018,1.0000023843965937,1.0000008317096782
6.1000000000000005,1.0000095588893136,1.0000026636930555,1.0000011154107673
6.11,1.0000095125339268,1.0000029429895183,1.0000013991118575
6.12,1.0000094661785384,1.0000032222859796,1.0000016828129474
6.13,1.0000094198231508,1.0000035015824427,1.000001966514037
6.140000000000001,1.0000093734677618,1.000003780878904,1.0000022502151265
6.15,1.0000093271123744,1.0000040601753664,1.0000025339162166
6.16,1.0000092807569863,1.0000043394718285,1.0000028176173064
6.17,1.000009234401598,1.0000046187682903,1.000003101318396
6.18,1.0000091880462108,1.000004898064752,1.0000033850194854
6.19,1.0000091416908226,1.0000051773612146,1.000003668720576
6.2,1.0000090953354333,1.0000054566576768,1.0000039524216653
6.21,1.0000090489800453,1.0000057359541386,1.0000042361227552
6.22,1.0000090026246578,1.0000060152506007,1.0000045198238452
6.23,1.0000089562692707,1.0000062945470631,1.0000048035249345
6.24,1.000008909913882,1.000006463043436,1.0000049798866661
6.25,1.000008863558494,1.0000064450568615,1.0000049755900597
6.26,1.0000088172031063,1.0000064270702869,1.0000049712934536
6.2700000000000005,1.0000087708477177,1.000006409083712,1.0000049669968472
6.28,1.0000087244923301,1.000006391097137,1.00000496270024
6.29,1.0000086781369417,1.0000063731105633,1.0000049584036341
6.3,1.0000086317815537,1.000006355123988,1.0000049541070273
6.3100000000000005,1.000008585426166,1.000006337137413,1.0000049498104215
6.32,1.000008539070778,1.0000063191508393,1.000004945513815
6.33,1.0000084927153905,1.0000063011642644,1.0000049412172085
6.34,1.0000084463600016,1.0000062831776897,1.0000049369206014
6.3500000000000005,1.0000084000046148,1.000006265191115,1.000004932623995
6.36,1.0000083536492266,1.0000062472045408,1.0000049283273886
6.37,1.0000083072938386,1.000006229217966,1.0000049240307822
6.38,1.0000082609384497,1.0000062112313917,1.0000049197341763
6.390000000000001,1.000008214583061,1.0000061932448165,1.0000049154375699
6.4,1.0000081682276734,1.0000061752582419,1.0000049111409628
6.41,1.0000081218722863,1.0000061572716672,1.0000049068443566
6.42,1.0000080755168983,1.0000061392850932,1.0000049025477507
6.43,1.0000080291615108,1.0000061212985185,1.0000048982511436
6.44,1.000007982806123,1.0000061033119438,1.0000048939545372
6.45,1.0000079364507335,1.0000060853253683,1.0000048896579306
6.46,1.0000078900953455,1.0000060673387945,1.0000048853613248
6.47,1.0000078437399578,1.0000060493522194,1.0000048810647184
6.48,1.0000077973845691,1.0000060313656451,1.0000048767681111
6.49,1.000007751029181,1.0000060133790702,1.000004872471505
6.5,1.000007704673794,1.0000059953924954,1.0000048681748988
6.51,1.000007658318406,1.0000059774059213,1.0000048638782923
6.5200000000000005,1.0000076119630177,1.0000059594193467,1.0000048595816855
6.53,1.0000075656076295,1.0000059414327718,1.0000048552850793
6.54,1.000007519252241,1.0000059234461975,1.0000048509884727
6.55,1.0000074728968538,1.0000059054596224,1.0000048466918667
6.5600000000000005,1.0000074265414653,1.0000058874730477,1.00000484239526
6.57,1.0000073801860778,1.0000058694864735,1.0000048380986528
6.58,1.000007333830689,1.0000058514998984,1.0000048338020469
6.59,1.000007287475302,1.0000058335133237,1.0000048295054405
6.6000000000000005,1.0000072411199135,1.0000058155267493,1.0000048252088338
6.61,1.0000071947645255,1.0000057975401748,1.000004820912228
6.62,1.0000071484091386,1.0000057795536004,1.0000048166156212
6.63,1.0000071020537498,1.0000057615670255,1.0000048123190148
6.640000000000001,1.000007055698361,1.000005743580451,1.0000048080224084
6.65,1.000007009342974,1.0000057255938763,1.0000048037258025
6.66,1.0000069629875854,1.0000057076073015,1.000004799429196
6.67,1.000006916632197,1.0000056896207268,1.0000047951325894
6.68,1.0000068702768103,1.0000056716341525,1.000004790835983
6.69,1.0000068239214204,1.0000056536475774,1.0000047865393764
6.7,1.000006777566034,1.0000056356610032,1.00000478224277
6.71,1.0000067312106453,1.000005617674428,1.0000047779461636
6.72,1.0000066848552578,1.0000055996878536,1.000004773649557
6.73,1.0000066384998691,1.0000055817012785,1.0000047693529508
6.74,1.0000065921444812,1.0000055637147047,1.000004765056344
6.75,1.0000065457890932,1.00000554572813,1.000004760759738
6.76,1.0000064994337052,1.0000055277415552,1.0000047564631314
6.7700000000000005,1.0000064530783175,1.0000055097549807,1.0000047521665254
6.78,1.000006406722929,1.0000054917684063,1.0000047478699186
6.79,1.0000063603675409,1.0000054737818316,1.0000047435733117
6.8,1.0000063140121522,1.0000054557952565,1.0000047392767053
6.8100000000000005,1.0000062676567654,1.0000054378086827,1.0000047349800991
6.82,1.0000062213013765,1.000005419822108,1.0000047306834927
6.83,1.0000061749459894,1.0000054018355327,1.0000047263868856
6.84,1.0000061285906017,1.0000053838489587,1.0000047220902797
6.8500000000000005,1.0000060822352137,1.0000053658623838,1.0000047177936735
6.86,1.0000060358798246,1.0000053478758089,1.0000047134970667
6.87,1.000005989524437,1.0000053298892344,1.0000047092004605
6.88,1.000005943169049,1.0000053119026602,1.0000047049038536
6.890000000000001,1.0000058968136618,1.0000052939160853,1.0000047006072474
6.9,1.0000058504582732,1.0000052759295104,1.0000046963106406
6.91,1.0000058041028852,1.000005257942936,1.0000046920140349
6.92,1.0000057577474966,1.0000052399563617,1.0000046877174276
6.93,1.000005711392109,1.000005221969787,1.0000046834208218
6.94,1.0000056650367213,1.000005203983212,1.000004679124215
6.95,1.000005618681333,1.0000051859966372,1.000004674827609
6.96,1.000005572325945,1.000005168010063,1.0000046705310026
6.97,1.0000055259705574,1.0000051500234883,1.0000046662343953
6.98,1.000005479615169,1.0000051320369134,1.0000046619377896
6.99,1.0000054332597805,1.000005114050339,1.0000046576411832
7,1.0000053869043923,1.0000050960637643,1.0000046533445763
7.01,1.0000053405490048,1.0000050780771896,1.00000464904797
7.0200000000000005,1.0000052941936177,1.000005060090615,1.0000046447513637
7.03,1.0000052478382284,1.0000050421040405,1.0000046404547576
7.04,1.0000052014828396,1.0000050241174656,1.0000046361581512
7.05,1.000005155127452,1.0000050061308916,1.0000046318615443
7.0600000000000005,1.000005108772065,1.000004988144316,1.0000046275649384
7.07,1.0000050624166765,1.0000049701577416,1.0000046232683315
7.08,1.0000050160612892,1.0000049521711671,1.0000046189717258
7.09,1.0000049787708662,1.000004934184593,1.0000046146751187
7.1000000000000005,1.0000049437976504,1.0000049161980182,1.0000046103785125
7.11,1.0000049088244327,1.0000048982114438,1.0000046060819052
7.12,1.0000048738512157,1.000004880224869,1.0000046017852995
7.13,1.0000048388779978,1.0000048622382944,1.000004597488693
7.140000000000001,1.000004803904781,1.0000048442517202,1.0000045931920867
7.15,1.0000047689315652,1.0000048262651449,1.0000045888954796
7.16,1.0000047339583498,1.0000048082785704,1.0000045845988736
7.17,1.000004698985132,1.0000047902919962,1.0000045803022668
7.18,1.0000046640119145,1.0000047723054208,1.000004576005661
7.19,1.000004629038698,1.0000047543188468,1.0000045717090538
7.2,1.0000045940654816,1.0000047363322715,1.000004567412448
7.21,1.0000045590922635,1.000004718345697,1.0000045631158416
7.22,1.0000045241190476,1.0000047003591226,1.000004558819235
7.23,1.0000044891458306,1.0000046823725484,1.0000045545226286
7.24,1.0000044541726123,1.000004656397709,1.000004538117945
7.25,1.0000044191993966,1.000004616978159,1.0000045013346668
7.26,1.0000043842261797,1.0000045775586097,1.0000044645513892
7.2700000000000005,1.0000043492529627,1.0000045381390603,1.0000044277681115
7.28,1.0000043142797457,1.0000044987195102,1.0000043909848333
7.29,1.0000042793065298,1.0000044592999608,1.0000043542015562
7.3,1.000004244333312,1.0000044198804112,1.000004317418278
7.3100000000000005,1.0000042093600945,1.0000043804608616,1.0000042806350007
7.32,1.0000041743868775,1.0000043410413124,1.000004243851723
7.33,1.000004139413661,1.0000043016217623,1.0000042070684454
7.34,1.0000041044404446,1.000004262202213,1.000004170285168
7.3500000000000005,1.0000040694672283,1.0000042227826633,1.00000413350189
7.36,1.0000040344940102,1.0000041833631137,1.0000040967186121
7.37,1.0000039995207939,1.0000041439435643,1.0000040599353344
7.38,1.0000039645475776,1.0000041045240144,1.0000040231520568
7.390000000000001,1.00000392957436,1.0000040651044648,1.0000039863687793
7.4,1.000003894601143,1.0000040256849154,1.0000039495855015
7.41,1.0000038596279262,1.0000039862653662,1.0000039128022231
7.42,1.0000038246547103,1.0000039468458162,1.0000038760189458
7.43,1.0000037896814926,1.0000039074262668,1.0000038392356678
7.44,1.0000037547082756,1.0000038680067171,1.0000038024523905
7.45,1.0000037197350593,1.0000038285871677,1.000003765669113
7.46,1.0000036847618423,1.0000037891676186,1.0000037288858352
7.47,1.0000036497886258,1.000003749748068,1.0000036921025577
7.48,1.0000036148154086,1.0000037103285189,1.0000036553192797
7.49,1.000003579842192,1.000003670908969,1.0000036185360022
7.5,1.0000035448689748,1.0000036314894198,1.0000035817527249
7.51,1.0000035098957576,1.00000359206987,1.000003544969447
7.5200000000000005,1.0000034749225413,1.0000035526503208,1.0000035081861691
7.53,1.0000034399493238,1.0000035132307707,1.0000034714028916
7.54,1.0000034049761073,1.0000034738112213,1.0000034346196134
7.55,1.0000033700028899,1.000003434391672,1.000003397836336
7.5600000000000005,1.000003335029673,1.0000033949721223,1.0000033610530583
7.57,1.0000033000564565,1.000003355552573,1.0000033242697808
7.58,1.000003265083239,1.0000033161330233,1.000003287486503
7.59,1.0000032301100223,1.0000032767134734,1.0000032507032255
7.6000000000000005,1.0000031951368062,1.0000032372939234,1.000003213919948
7.61,1.0000031601635881,1.0000031978743744,1.0000031771366702
7.62,1.0000031251903725,1.0000031584548243,1.0000031403533922
7.63,1.0000030902171542,1.0000031190352752,1.0000031035701145
7.640000000000001,1.0000030552439378,1.0000030796157255,1.0000030667868365
7.65,1.0000030202707217,1.0000030401961757,1.0000030300035594
7.66,1.0000029852975043,1.0000030007766263,1.0000029932202816
7.67,1.0000029503242887,1.0000029613570767,1.000002956437004
7.68,1.0000029153510714,1.0000029219375275,1.0000029196537261
7.69,1.0000028803778538,1.0000028825179774,1.0000028828704481
7.7,1.0000028454046372,1.0000028430984285,1.0000028460871706
7.71,1.0000028104314198,1.0000028036788777,1.000002809303893
7.72,1.000002775458204,1.0000027642593285,1.000002772520615
7.73,1.0000027404849872,1.0000027248397794,1.0000027357373371
7.74,1.0000027055117686,1.000002685420229,1.0000026989540596
7.75,1.0000026705385536,1.0000026460006803,1.0000026621707827
7.76,1.0000026355653358,1.00000260658113,1.0000026253875052
7.7700000000000005,1.0000026005921192,1.0000025671615806,1.0000025886042274
7.78,1.0000025656189029,1.0000025277420312,1.0000025518209492
7.79,1.0000025306456855,1.0000024883224816,1.000002515037672
7.8,1.0000024956724678,1.0000024489029322,1.0000024782543937
7.8100000000000005,1.000002460699251,1.0000024094833826,1.0000024414711162
7.82,1.0000024257260345,1.0000023700638327,1.0000024046878386
7.83,1.0000023907528186,1.0000023306442833,1.000002367904561
7.84,1.0000023557796005,1.0000022912247333,1.0000023311212831
7.8500000000000005,1.0000023208063835,1.000002251805184,1.000002294338006
7.86,1.0000022858331676,1.0000022123856342,1.0000022575547274
7.87,1.0000022508599506,1.0000021729660844,1.0000022207714503
7.88,1.0000022158867337,1.0000021335465354,1.0000021839881725
7.890000000000001,1.0000021809135171,1.0000020941269863,1.0000021472048946
7.9,1.0000021459402997,1.0000020547074366,1.0000021104216164
7.91,1.0000021109670836,1.0000020152878868,1.0000020736383393
7.92,1.0000020759938661,1.0000019758683372,1.000002036855062
7.930000000000001,1.0000020410206483,1.0000019364487873,1.0000020000717837
7.94,1.0000020060474324,1.000001897029238,1.000001963288506
7.95,1.0000019710742158,1.0000018576096885,1.0000019265052282
7.96,1.000001936100999,1.0000018181901396,1.000001889721951
7.97,1.000001901127782,1.0000017787705888,1.0000018529386734
7.98,1.0000018661545644,1.0000017393510399,1.0000018161553959
7.99,1.0000018311813477,1.0000016999314905,1.0000017793721172
8,1.0000017962081307,1.0000016605119404,1.0000017425888406
8.01,1.0000017612349135,1.0000016210923905,1.000001705805562
8.02,1.0000017262616976,1.0000015816728414,1.0000016690222846
8.03,1.0000016912884802,1.0000015422532917,1.0000016322390068
8.040000000000001,1.0000016563152638,1.000001502833742,1.000001595455729
8.05,1.0000016213420466,1.0000014634141925,1.000001558672452
8.06,1.0000015863688303,1.0000014239946429,1.000001521889174
8.07,1.000001551395613,1.000001384575093,1.0000014851058958
8.08,1.000001516422396,1.0000013451555436,1.000001448322619
8.09,1.0000014863157494,1.0000013057359947,1.000001411539341
8.1,1.000001457453104,1.0000012663164448,1.000001374756063
8.11,1.0000014285904582,1.0000012268968952,1.0000013379727855
8.120000000000001,1.0000013997278132,1.0000011874773453,1.0000013011895077
8.13,1.0000013708651694,1.0000011480577955,1.0000012644062304
8.14,1.0000013420025233,1.000001108638246,1.000001227622953
8.15,1.0000013131398777,1.0000010692186967,1.0000011908396744
8.16,1.000001284277233,1.0000010297991468,1.0000011540563971
8.17,1.000001255414588,1.0000009903795972,1.0000011172731191
8.18,1.0000012265519431,1.000000950960048,1.0000010804898418
8.19,1.0000011976892984,1.0000009115404977,1.000001043706564
8.2,1.000001168826653,1.0000008721209486,1.0000010069232865
8.21,1.000001139964009,1.0000008327013994,1.000000970140009
8.22,1.0000011111013636,1.0000007932818498,1.000000933356731
8.23,1.0000010822387178,1.0000007538623001,1.0000008965734537
8.24,1.0000010533760728,1.000000725194314,1.0000008692027293
8.25,1.0000010245134283,1.0000007146218295,1.0000008576738761
8.26,1.0000009956507832,1.0000007040493444,1.0000008461450234
8.27,1.000000966788138,1.0000006934768595,1.0000008346161704
8.28,1.0000009379254922,1.0000006829043748,1.0000008230873172
8.290000000000001,1.000000909062848,1.0000006723318904,1.0000008115584642
8.3,1.0000008802002034,1.0000006617594057,1.000000800029611
8.31,1.0000008513375591,1.0000006511869213,1.0000007885007582
8.32,1.000000822474914,1.0000006406144364,1.0000007769719057
8.33,1.0000007936122683,1.0000006300419522,1.0000007654430523
8.34,1.0000007647496236,1.0000006194694675,1.000000753914199
8.35,1.0000007358869787,1.0000006088969826,1.0000007423853468
8.36,1.0000007070243337,1.0000005983244982,1.0000007308564933
8.370000000000001,1.0000006781616881,1.0000005877520133,1.0000007193276403
8.38,1.0000006492990436,1.000000577179529,1.0000007077987871
8.39,1.0000006204363983,1.0000005666070448,1.000000696269934
8.4,1.000000591573753,1.0000005560345593,1.0000006847410816
8.41,1.0000005627111086,1.0000005454620748,1.0000006732122284
8.42,1.0000005338484639,1.00000053488959,1.000000661683375
8.43,1.0000005049858178,1.000000524317106,1.0000006501545222
8.44,1.0000004761231733,1.0000005137446213,1.000000638625669
8.45,1.0000004472605286,1.0000005031721364,1.0000006270968167
8.46,1.0000004183978837,1.000000492599652,1.0000006155679633
8.47,1.0000003895352383,1.0000004820271673,1.000000604039111
8.48,1.0000003606725931,1.0000004714546828,1.0000005925102577
8.49,1.000000331809949,1.0000004608821982,1.0000005809814045
8.5,1.000000302947304,1.0000004503097137,1.0000005694525511
8.51,1.000000274084658,1.0000004397372282,1.0000005579236984
8.52,1.000000245222014,1.0000004291647437,1.0000005463948456
8.53,1.0000002163593684,1.0000004185922593,1.0000005348659924
8.540000000000001,1.0000001874967235,1.0000004080197755,1.0000005233371394
8.55,1.0000001586340785,1.00000039744729,1.0000005118082864
8.56,1.0000001297714332,1.0000003868748055,1.0000005002794334
8.57,1.0000001009087887,1.0000003763023213,1.0000004887505805
8.58,1.0000000720461437,1.0000003657298364,1.0000004772217277
8.59,1.000000043183498,1.0000003551573518,1.0000004656928747
8.6,1.0000000143208536,1.0000003445848669,1.0000004541640222
8.61,0.9999999854582082,1.0000003340123822,1.0000004426351685
8.620000000000001,0.9999999565955635,1.0000003234398982,1.000000431106316
8.63,0.9999999277329191,1.0000003128674138,1.0000004195774626
8.64,0.9999998988702735,1.0000003022949284,1.0000004080486098
8.65,0.9999998700076285,1.0000002917224435,1.000000396519757
8.66,0.9999998411449835,1.0000002811499593,1.0000003849909032
8.67,0.9999998122823385,1.000000270577475,1.0000003734620504
8.68,0.9999997834196926,1.0000002600049904,1.0000003619331976
8.69,0.9999997545570485,1.0000002494325053,1.0000003504043444
8.700000000000001,0.9999997256944029,1.0000002388600207,1.000000338875492
8.71,0.9999996968317583,1.0000002282875367,1.0000003273466387
8.72,0.9999996679691135,1.0000002177150518,1.000000315817786
8.73,0.9999996391064692,1.0000002071425673,1.000000304288933
8.74,0.9999996102438236,1.0000001965700822,1.0000002927600797
8.75,0.9999995813811786,1.0000001859975975,1.0000002812312272
8.76,0.9999995525185327,1.000000175425113,1.000000269702374
8.77,0.9999995236558882,1.0000001648526284,1.0000002581735208
8.78,0.9999994947932442,1.000000154280144,1.0000002466446678
8.790000000000001,0.9999994659305993,1.0000001437076596,1.000000235115815
8.8,0.9999994370679531,1.0000001331351742,1.0000002235869618
8.81,0.9999994082053084,1.0000001225626902,1.000000212058109
8.82,0.999999379342663,1.0000001119902053,1.0000002005292554
8.83,0.9999993504800189,1.0000001014177207,1.0000001890004027
8.84,0.9999993216173737,1.0000000908452362,1.0000001774715501
8.85,0.9999992927547287,1.0000000802727518,1.000000165942697
8.86,0.9999992638920833,1.000000069700267,1.0000001544138448
8.870000000000001,0.9999992350294393,1.0000000591277822,1.000000142884991
8.88,0.999999206166793,1.0000000485552984,1.0000001313561377
