% Model,COMSOL_Single_Pipe.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 17 2026, 11:12"
% Table,Table_c_Sensor - c_Pipe_1_Sensor
% Time (s),c_Pipe_1 (mol/m^3),c_Pipe_1_Phase_2 (mol/m^3)
18.05,1.0000000301029557,1.0000532728430442
18.06,1.0000000302148493,1.0000532728430442
18.07,1.000000030326739,1.0000532728430442
18.080000000000002,1.0000000304386296,1.0000532728430442
18.09,1.00000003055052,1.0000532728430442
18.1,1.0000000306624077,1.0000532728430442
18.11,1.0000000307742987,1.0000532728430442
18.12,1.0000000308861878,1.0000532728430442
18.13,1.000000030998076,1.0000532728430442
18.14,1.0000000311099662,1.0000532728430442
18.150000000000002,1.0000000312218607,1.0000532728430442
18.16,1.0000000313337503,1.0000532728430442
18.17,1.0000000314456432,1.0000532728430442
18.18,1.0000000315575306,1.0000532728430442
18.19,1.0000000316694206,1.0000532728430442
18.2,1.0000000317813156,1.0000532728430442
18.21,1.0000000318931994,1.0000532728430442
18.22,1.0000000320050912,1.0000532728430442
18.23,1.0000000321169789,1.0000532728430442
18.240000000000002,1.0000000322288691,1.0000532728430442
18.25,1.0000000323407596,1.0000532728430442
18.26,1.000000032452651,1.0000532728430442
18.27,1.0000000325645424,1.0000532728430442
18.28,1.0000000326764313,1.0000532728430442
18.29,1.0000000327883238,1.0000532728430442
18.3,1.0000000329002108,1.0000532728430442
18.31,1.0000000330121046,1.0000532728430442
18.32,1.0000000331239955,1.0000532728430442
18.330000000000002,1.0000000332358847,1.0000532728430442
18.34,1.0000000333477739,1.0000532728430442
18.35,1.0000000334596642,1.0000532728430442
18.36,1.0000000335715522,1.0000532728430442
18.37,1.0000000336834438,1.0000532728430442
18.38,1.000000033795334,1.0000532728430442
18.39,1.000000033907222,1.0000532728430442
18.400000000000002,1.0000000340191109,1.0000532728430442
18.41,1.0000000341310042,1.0000532728430442
18.42,1.0000000342428939,1.0000532728430442
18.43,1.0000000343547852,1.0000532728430442
18.44,1.0000000344666788,1.0000532728430442
18.45,1.0000000345785665,1.0000532728430442
18.46,1.0000000346904583,1.0000532728430442
18.47,1.0000000348023443,1.0000532728430442
18.48,1.0000000349142362,1.0000532728430442
18.490000000000002,1.0000000350261293,1.0000532728430442
18.5,1.0000000351380196,1.0000532728430442
18.51,1.0000000352499099,1.0000532728430442
18.52,1.0000000353617984,1.0000532728430442
18.53,1.0000000354736907,1.0000532728430442
18.54,1.0000000355855778,1.0000532728430442
18.55,1.0000000356974688,1.0000532728430442
18.56,1.0000000358093615,1.0000532728430442
18.57,1.0000000359212518,1.0000532728430442
18.580000000000002,1.0000000360331454,1.0000532728430442
18.59,1.0000000361450334,1.0000532728430442
18.6,1.0000000362569246,1.0000532728430442
18.61,1.0000000363688157,1.0000532728430442
18.62,1.0000000364807053,1.0000532728430442
18.63,1.0000000365925976,1.0000532728430442
18.64,1.0000000367044906,1.0000532728430442
18.650000000000002,1.0000000368163762,1.0000532728430442
18.66,1.0000000369282696,1.0000532728430442
18.67,1.00000003704016,1.0000532728430442
18.68,1.000000037152051,1.0000532728430442
18.69,1.0000000372639415,1.0000532728430442
18.7,1.0000000373758313,1.0000532728430442
18.71,1.0000000374877251,1.0000532728430442
18.72,1.0000000375996174,1.0000532728430442
18.73,1.0000000377115053,1.0000532728430442
18.740000000000002,1.0000000378233995,1.0000532728430442
18.75,1.0000000379352878,1.0000532728430442
18.76,1.000000038047179,1.0000532728430442
18.77,1.0000000381590715,1.0000532728430442
18.78,1.0000000382709617,1.0000532728430442
18.79,1.0000000383828533,1.0000532728430442
18.8,1.0000000384947416,1.0000532728430442
18.81,1.0000000386066321,1.0000532728430442
18.82,1.0000000387185204,1.0000532728430442
18.830000000000002,1.0000000388304104,1.0000532728430442
18.84,1.0000000389423005,1.0000532728430442
18.85,1.0000000390541888,1.0000532728430442
18.86,1.000000039166076,1.0000532728430442
18.87,1.0000000392779655,1.0000532728430442
18.88,1.0000000393898585,1.0000532728430442
18.89,1.0000000395017514,1.0000532728430442
18.900000000000002,1.0000000396136386,1.0000532728430442
18.91,1.0000000397255273,1.0000532728430442
18.92,1.0000000398374178,1.0000532728430442
18.93,1.0000000399493072,1.0000532728430442
18.94,1.000000040061197,1.0000532728430442
18.95,1.0000000401730913,1.0000532728430442
18.96,1.000000040284979,1.0000532728430442
18.97,1.0000000403968703,1.0000532728430442
18.98,1.000000040508763,1.0000532728430442
18.990000000000002,1.000000040620653,1.0000532728430442
19,1.0000000407325444,1.0000532728430442
19.01,1.0000000408444336,1.0000532728430442
19.02,1.0000000409563226,1.0000532728430442
19.03,1.0000000410682148,1.0000532728430442
19.04,1.000000041180103,1.0000532728430442
19.05,1.0000000410937215,1.0000532728430442
19.06,1.0000000409409753,1.0000532728430442
19.07,1.000000040788232,1.0000532728430442
19.080000000000002,1.0000000406354876,1.0000532728430442
19.09,1.0000000404827418,1.0000532728430442
19.1,1.0000000403299973,1.0000532728430442
19.11,1.000000040177252,1.0000532728430442
19.12,1.000000040024507,1.0000532728430442
19.13,1.000000039871765,1.0000532728430442
19.14,1.0000000397190176,1.0000532728430442
19.150000000000002,1.0000000395662763,1.0000532728430442
19.16,1.0000000394135355,1.0000532728430442
19.17,1.0000000392607893,1.0000532728430442
19.18,1.0000000391080455,1.0000532728430442
19.19,1.0000000389553036,1.0000532728430442
19.2,1.0000000388025567,1.0000532728430442
19.21,1.0000000386498116,1.0000532728430442
19.22,1.0000000384970682,1.0000532728430442
19.23,1.000000038344323,1.0000532728430442
19.240000000000002,1.0000000381915826,1.0000532728430442
19.25,1.0000000380388354,1.0000532728430442
19.26,1.0000000378860932,1.0000532728430442
19.27,1.000000037733348,1.0000532728430442
19.28,1.0000000375806068,1.0000532728430442
19.29,1.0000000374278615,1.0000532728430442
19.3,1.0000000372751174,1.0000532728430442
19.31,1.0000000371223747,1.0000532728430442
19.32,1.0000000369696314,1.0000532728430442
19.330000000000002,1.0000000368168893,1.0000532728430442
19.34,1.0000000366641466,1.0000532728430442
19.35,1.0000000365114006,1.0000532728430442
19.36,1.000000036358657,1.0000532728430442
19.37,1.0000000362059116,1.0000532728430442
19.38,1.000000036053166,1.0000532728430442
19.39,1.000000035900426,1.0000532728430442
19.400000000000002,1.0000000357476821,1.0000532728430442
19.41,1.0000000355949383,1.0000532728430442
19.42,1.0000000354421934,1.0000532728430442
19.43,1.0000000352894496,1.0000532728430442
19.44,1.0000000351367064,1.0000532728430442
19.45,1.0000000349839615,1.0000532728430442
19.46,1.0000000348312161,1.0000532728430442
19.47,1.0000000346784699,1.0000532728430442
19.48,1.0000000345257272,1.0000532728430442
19.490000000000002,1.0000000343729833,1.0000532728430442
19.5,1.0000000342202395,1.0000532728430442
19.51,1.0000000340674964,1.0000532728430442
19.52,1.0000000339147506,1.0000532728430442
19.53,1.0000000337620067,1.0000532728430442
19.54,1.000000033609265,1.0000532728430442
19.55,1.000000033456519,1.0000532728430442
19.56,1.0000000333037748,1.0000532728430442
19.57,1.0000000331510281,1.0000532728430442
19.580000000000002,1.0000000329982863,1.0000532728430442
19.59,1.0000000328455418,1.0000532728430442
19.6,1.0000000326927962,1.0000532728430442
19.61,1.000000032540052,1.0000532728430442
19.62,1.0000000323873088,1.0000532728430442
19.63,1.0000000322345617,1.0000532728430442
19.64,1.0000000320818196,1.0000532728430442
19.650000000000002,1.0000000319290758,1.0000532728430442
19.66,1.0000000317763338,1.0000532728430442
19.67,1.0000000316235889,1.0000532728430442
19.68,1.000000031470846,1.0000532728430442
19.69,1.0000000313181026,1.0000532728430442
19.7,1.0000000311653587,1.0000532728430442
19.71,1.000000031012613,1.0000532728430442
19.72,1.0000000308598704,1.0000532728430442
19.73,1.0000000307071257,1.0000532728430442
19.740000000000002,1.0000000305543815,1.0000532728430442
19.75,1.0000000304016377,1.0000532728430442
19.76,1.0000000302488892,1.0000532728430442
19.77,1.0000000300961496,1.0000532728430442
19.78,1.0000000299434033,1.0000532728430442
19.79,1.0000000297906582,1.0000532728430442
19.8,1.0000000296379186,1.0000532728430442
19.81,1.0000000294851732,1.0000532728430442
19.82,1.0000000293324296,1.0000532728430442
19.830000000000002,1.0000000291796864,1.0000532728430442
19.84,1.0000000290269428,1.0000532728430442
19.85,1.0000000288741964,1.0000532728430442
19.86,1.0000000287214537,1.0000532728430442
19.87,1.0000000285687107,1.0000532728430442
19.88,1.0000000284159638,1.0000532728430442
19.89,1.0000000282632193,1.0000532728430442
19.900000000000002,1.000000028110476,1.0000532728430442
19.91,1.0000000279577308,1.0000532728430442
19.92,1.000000027804987,1.0000532728430442
19.93,1.0000000276522434,1.0000532728430442
19.94,1.0000000274994993,1.0000532728430442
19.95,1.0000000273467538,1.0000532728430442
19.96,1.00000002719401,1.0000532728430442
19.97,1.0000000270412661,1.0000532728430442
19.98,1.0000000268885223,1.0000532728430442
19.990000000000002,1.0000000267357765,1.0000532728430442
20,1.000000026583031,1.0000532728430442
