% Model,COMSOL_3D_CNN_Design_3_1_Phase_1.mph
% Version,COMSOL 6.3.0.420
% Date,"Dec 6 2025, 16:19"
% Table,Table 4 - Concentration_Outlet_Pipe_1
% Time (s),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3)
39.400000000000006,2.877911670761797E-7,4.7543278767589175E-7,1.8021532812184384E-7,1.6988369098605115E-7,5.063178910063727E-7,9.181735789886845E-7,-9.027687186079531E-6
39.45,2.8525944653242263E-7,4.6717907934682195E-7,1.777036868285958E-7,1.6763147052436224E-7,5.085580635304569E-7,1.2163720123925776E-6,-8.996034482317245E-6
39.5,2.828487521709891E-7,4.585863140840367E-7,1.7521335725029286E-7,1.6540238131219855E-7,5.110523641564281E-7,1.4883835425800764E-6,-8.89614360915561E-6
39.550000000000004,2.8055908399187894E-7,4.496544918875351E-7,1.7276744009367055E-7,1.6319642334955967E-7,5.142938185206499E-7,1.732537802361274E-6,-8.738697151497325E-6
39.6,2.783904419950925E-7,4.403836127573189E-7,1.703932976373151E-7,1.6101359663644653E-7,5.169518405598071E-7,1.9474300620315335E-6,-8.525711757240005E-6
39.650000000000006,2.763428261806287E-7,4.3077367669338697E-7,1.6806024201371308E-7,1.5885390117285826E-7,5.189519432326457E-7,2.134098847963165E-6,-8.257347792224103E-6
39.7,2.7441623654848903E-7,4.227610402089781E-7,1.6576827322286484E-7,1.5671733695879562E-7,5.206675763656083E-7,2.2931146791064188E-6,-7.94908377910719E-6
39.75,2.7261067309867247E-7,4.153942853473335E-7,1.635173912647701E-7,1.5460390399425817E-7,5.220987399586964E-7,2.4243048815108757E-6,-7.593413885236458E-6
39.800000000000004,2.709261358311793E-7,4.081921212445674E-7,1.6130759613942837E-7,1.525136022792458E-7,5.232454340119103E-7,2.5284710103499264E-6,-7.20480002390796E-6
39.85,2.6936262474600956E-7,4.011545479006821E-7,1.591444555698148E-7,1.5044643181375882E-7,5.241076585252477E-7,2.608072937390678E-6,-6.784724280407467E-6
39.900000000000006,2.679201398431633E-7,3.942815653156752E-7,1.5702667850235305E-7,1.4840239259779692E-7,5.212287111021986E-7,2.661781042465525E-6,-6.333601955626541E-6
39.95,2.665986811226403E-7,3.875731734895491E-7,1.5495241789831913E-7,1.4638148463136063E-7,5.183198620155627E-7,2.6928572328769382E-6,-5.867274232996407E-6
40,2.657830579334621E-7,3.8318192994652886E-7,1.535905171270592E-7,1.4504387443236755E-7,5.163759770718331E-7,2.7015330876492424E-6,-5.542787766916498E-6
